일자,WAR,WPA,Y_SCORE,SCORE,전일비,,등락률,OPS,Woba,Wrct
2019-06-28,"47,000","47,000",3,3,▲,500,1.08,"12,949,231","607,215",0.04
2019-06-27,"46,000","46,600",4,4,▲,800,1.75,"12,603,534","583,889",0.04
2019-06-26,"45,800","46,000",5,5,▲,100,0.22,"9,226,097","422,132",0.04
2019-06-25,"45,200","45,800",6,6,▲,100,0.22,"7,076,774","322,055",0.04
2019-06-24,"45,200","45,800",3,3,▼,-200,-0.44,"6,085,066","276,882",0.05
2019-06-21,"45,750","45,800",3,3,▲,200,0.44,"9,454,913","430,711",0.05
2019-06-20,"44,850","45,500",2,2,▲,150,0.33,"7,147,785","323,656",0.05
2019-06-19,"45,450","45,450",5,5,▲,"1,000",2.25,"10,417,690","471,408",0.05
2019-06-18,"43,750","44,500",2,2,▲,450,1.03,"7,994,928","353,712",0.05
2019-06-17,"43,750","44,050",4,4,▼,-100,-0.23,"11,890,424","521,514",0.05
2019-06-14,"43,750","44,150",2,2,▲,250,0.57,"9,322,873","408,763",0.05
2019-06-13,"44,200","44,400",5,5,▼,-850,-1.91,"16,906,541","740,494",0.05
2019-06-12,"44,800","45,050",3,3,▼,-250,-0.56,"8,607,439","384,320",0.05
2019-06-11,"44,800","45,000",4,4,▲,50,0.11,"6,664,872","298,796",0.05
2019-06-10,"44,300","44,850",5,5,▲,600,1.36,"8,792,182","391,891",0.05
2019-06-07,"43,600","44,350",6,6,▲,300,0.68,"11,683,682","513,994",0.05
2019-06-05,"44,050","44,200",3,3,▲,450,1.04,"12,464,135","548,114",0.05
2019-06-04,"43,400","43,700",3,3,▼,-350,-0.8,"9,913,497","429,428",0.06
2019-06-03,"42,950","43,900",2,2,▲,"1,300",3.06,"15,466,580","673,362",0.06
2019-05-31,"42,600","42,800",5,5,▼,-50,-0.12,"11,365,999","483,167",0.06
2019-05-30,"42,200","42,700",2,2,▲,750,1.79,"11,766,018","499,610",0.05
2019-05-29,"41,850","42,100",4,4,▼,-750,-1.76,"14,930,618","623,333",0.05
2019-05-28,"42,550","42,950",2,2,▼,-100,-0.23,"24,506,881","1,042,866",0.05
2019-05-27,"42,500","43,000",5,5,▼,-50,-0.12,"8,066,669","344,044",0.05
2019-05-24,"43,800","43,800",3,3,▼,"-1,150",-2.62,"13,966,305","599,085",0.05
2019-05-23,"43,900","44,000",4,4,▲,350,0.8,"12,259,006","536,198",0.05
2019-05-22,"43,700","43,800",5,5,▲,350,0.81,"11,033,339","477,854",0.05
2019-05-21,"42,600","43,950",6,6,▲,"1,150",2.74,"18,812,133","815,224",0.06
2019-05-20,"41,650","42,100",3,3,▲,800,1.94,"15,752,397","659,810",0.05
2019-05-17,"41,950","42,050",3,3,▼,-350,-0.84,"13,357,951","554,484",0.05
2019-05-16,"42,350","42,400",2,2,▼,"-1,000",-2.35,"13,687,828","572,150",0.05
2019-05-15,"42,700","43,050",5,5,▼,-100,-0.23,"7,670,185","327,974",0.05
2019-05-14,"41,300","43,100",2,2, ,0,0,"11,563,730","491,110",0.05
2019-05-13,"42,500","43,200",4,4,▼,-250,-0.58,"7,635,079","326,874",0.05
2019-05-10,"42,600","43,450",2,2,▲,450,1.06,"14,579,512","624,673",0.05
2019-05-09,"43,900","44,250",5,5,▼,"-1,800",-4.07,"23,029,718","993,612",0.04
2019-05-08,"44,300","44,850",3,3,▼,-600,-1.34,"10,398,754","462,087",0.04
2019-05-07,"45,250","45,300",4,4,▼,-450,-0.99,"12,014,907","538,125",0.04
2019-05-03,"45,900","46,050",5,5,▼,-600,-1.31,"6,562,916","298,783",0.04
2019-05-02,"45,500","46,150",6,6,▲,50,0.11,"8,625,126","395,454",0.04
2019-04-30,"46,000","46,300",3,3,▼,-300,-0.65,"11,121,273","509,856",0.05
2019-04-29,"45,150","46,150",3,3,▲,"1,300",2.9,"8,777,517","401,124",0.05
2019-04-26,"44,200","45,000",2,2,▲,200,0.45,"9,739,982","434,008",0.05
2019-04-25,"44,250","45,000",5,5,▼,-100,-0.22,"10,868,965","485,378",0.04
2019-04-24,"45,400","45,650",2,2,▼,-450,-1,"13,299,267","594,100",0.04
2019-04-23,"45,050","45,500",4,4,▼,-150,-0.33,"6,920,566","313,180",0.04
2019-04-22,"45,400","45,900",2,2,▲,50,0.11,"6,006,957","273,125",0.04
2019-04-19,"45,750","46,000",5,5,▼,-300,-0.66,"8,479,710","386,062",0.04
2019-04-18,"47,200","47,250",3,3,▼,"-1,450",-3.08,"12,808,747","589,352",0.04
2019-04-17,"47,300","47,600",4,4,▼,-200,-0.42,"5,513,658","260,238",0.04
2019-04-16,"47,400","47,400",5,5,▲,200,0.43,"7,730,881","364,273",0.04
2019-04-15,"47,150","47,500",6,6,▲,200,0.43,"8,733,019","412,633",0.04
2019-04-12,"46,050","46,900",3,3,▲,600,1.3,"7,668,936","357,084",0.04
2019-04-11,"46,700","46,800",3,3,▼,-450,-0.96,"13,697,399","634,752",0.04
2019-04-10,"46,400","46,700",2,2,▲,50,0.11,"11,883,995","550,967",0.04
2019-04-09,"46,700","46,950",5,5, ,0,0,"6,878,761","320,647",0.04
2019-04-08,"47,250","47,250",2,2,▼,-200,-0.43,"8,507,909","397,148",0.04
2019-04-05,"46,950","47,550",4,4,▼,-100,-0.21,"8,546,339","401,644",0.04
2019-04-04,"46,150","47,100",2,2,▲,350,0.75,"12,650,168","591,478",0.04
2019-04-03,"46,750","46,750",5,5,▲,850,1.86,"12,436,570","576,545",0.04
2019-04-02,"45,550","46,100",3,3,▲,700,1.55,"9,480,688","433,628",0.05
2019-04-01,"45,200","45,450",4,4,▲,400,0.9,"7,362,129","332,300",0.04
2019-03-29,"44,500","44,900",5,5,▼,-200,-0.45,"11,491,713","511,624",0.04
2019-03-28,"44,950","45,200",6,6,▼,-500,-1.1,"6,821,306","306,038",0.05
2019-03-27,"44,750","45,600",3,3,▲,100,0.22,"9,568,081","430,843",0.05
2019-03-26,"45,500","45,700",3,3,▼,-250,-0.55,"9,729,811","440,020",0.04
2019-03-25,"45,300","45,650",2,2,▼,"-1,050",-2.26,"8,699,728","394,433",0.05
2019-03-22,"46,850","47,000",5,5,▲,700,1.53,"12,535,911","583,256",0.06
2019-03-21,"44,600","46,250",2,2,▲,"1,800",4.09,"21,138,016","966,296",0.06
2019-03-20,"43,800","44,200",4,4,▲,150,0.34,"9,846,242","429,486",0.06
2019-03-19,"43,750","43,900",2,2,▲,200,0.46,"7,609,563","333,043",0.06
2019-03-18,"43,950","44,150",5,5,▼,-500,-1.13,"8,188,876","357,784",0.06
2019-03-15,"43,800","44,250",3,3,▲,350,0.8,"16,814,163","740,350",0.06
2019-03-14,"43,700","44,300",4,4, ,0,0,"18,039,161","789,951",0.05
2019-03-13,"44,250","44,450",5,5,▼,-800,-1.79,"8,108,343","356,447",0.06
2019-03-12,"44,300","44,950",6,6,▲,"1,000",2.29,"11,431,977","508,997",0.05
2019-03-11,"44,400","44,450",3,3,▼,-150,-0.34,"10,717,408","471,358",0.05
2019-03-08,"44,450","44,800",3,3,▼,-650,-1.46,"7,729,069","340,351",0.05
2019-03-07,"43,400","44,950",2,2,▲,450,1.02,"11,049,749","490,122",0.05
2019-03-06,"44,000","44,300",5,5,▼,-250,-0.56,"10,202,544","447,977",0.05
2019-03-05,"44,600","45,100",2,2,▼,-600,-1.34,"10,612,405","471,638",0.05
2019-03-04,"46,000","46,100",4,4,▼,-250,-0.55,"12,926,539","585,692",0.04
2019-02-28,"46,400","46,500",2,2,▼,"-1,650",-3.53,"23,569,321","1,073,229",0.04
2019-02-27,"47,000","47,250",5,5, ,0,0,"8,045,211","377,808",0.04
2019-02-26,"47,350","47,450",3,3,▼,-600,-1.27,"7,985,547","374,675",0.05
2019-02-25,"47,400","47,550",4,4,▲,200,0.42,"7,484,716","354,012",0.05
2019-02-22,"46,500","47,150",5,5,▲,200,0.43,"6,895,772","322,775",0.05
2019-02-21,"46,500","47,200",6,6,▲,50,0.11,"8,694,009","406,412",0.05
2019-02-20,"46,750","47,100",3,3,▲,950,2.07,"11,506,720","538,847",0.05
2019-02-19,"45,850","46,150",3,3,▼,-250,-0.54,"6,741,395","309,244",0.05
2019-02-18,"46,500","46,850",2,2,▲,150,0.33,"8,183,728","379,386",0.05
2019-02-15,"46,750","46,850",5,5,▼,"-1,450",-3.05,"10,554,643","487,928",0.05
2019-02-14,"46,600","47,500",2,2,▲,"1,300",2.81,"17,259,341","808,870",0.05
2019-02-13,"46,400","46,700",4,4,▲,150,0.33,"11,299,738","522,769",0.05
2019-02-12,"44,650","46,250",2,2,▲,"1,050",2.33,"13,184,367","604,234",0.05
2019-02-11,"44,500","45,000",5,5,▲,200,0.45,"11,125,044","496,106",0.05
2019-02-08,"45,700","45,700",3,3,▼,"-1,400",-3.03,"12,689,196","571,011",0.05
2019-02-07,"46,800","47,100",4,4,▼,-150,-0.32,"15,872,001","739,207",0.05
2019-02-01,"46,650","46,950",5,5,▲,200,0.43,"13,832,454","644,180",0.05
2019-01-31,"46,650","47,050",6,6,▼,-250,-0.54,"21,621,145","1,007,418",0.05
2019-01-30,"44,800","46,400",3,3,▲,900,1.98,"17,505,980","802,320",0.05
2019-01-29,"45,050","45,500",3,3,▲,450,1,"16,215,017","729,601",0.05
2019-01-28,"45,000","45,500",2,2,▲,300,0.67,"17,998,914","812,166",0.07
2019-01-25,"44,300","44,750",5,5,▲,"1,700",3.95,"22,789,395","1,009,868",0.07
2019-01-24,"43,050","43,100",2,2,▲,"1,050",2.5,"14,747,623","632,002",0.07
2019-01-23,"41,350","42,250",4,4,▼,-150,-0.36,"11,071,079","463,297",0.07
2019-01-22,"42,750","42,850",2,2,▼,-600,-1.4,"9,964,356","420,047",0.07
2019-01-21,"42,700","42,750",5,5,▲,450,1.06,"11,355,701","482,176",0.07
2019-01-18,"42,000","42,400",3,3,▲,350,0.83,"11,029,256","465,779",0.07
2019-01-17,"41,700","42,100",4,4,▲,500,1.21,"11,736,903","491,377",0.08
2019-01-16,"41,150","41,450",5,5,▲,350,0.85,"8,491,595","349,968",0.09
2019-01-15,"40,050","41,100",6,6,▲,"1,050",2.62,"11,492,756","468,238",0.09
2019-01-14,"40,450","40,700",3,3,▼,-450,-1.11,"11,984,996","481,959",0.09
2019-01-11,"40,350","40,550",3,3,▲,700,1.76,"11,661,063","470,286",0.09
2019-01-10,"40,000","40,150",2,2,▲,200,0.51,"14,731,699","587,063",0.1
2019-01-09,"38,650","39,600",5,5,▲,"1,500",3.94,"17,452,708","683,004",0.1
2019-01-08,"38,000","39,200",2,2,▼,-650,-1.68,"12,756,554","491,578",0.11
2019-01-07,"38,000","38,900",4,4,▲,"1,300",3.47,"12,748,997","490,833",0.11
2019-01-04,"37,450","37,600",2,2,▼,-150,-0.4,"14,108,958","525,403",0.11
2019-01-03,"38,300","38,550",5,5,▼,"-1,150",-2.97,"12,471,493","472,967",0.11
2019-01-02,"39,400","39,400",3,3,▲,50,0.13,"7,847,664","304,683",0.11
2018-12-28,"38,250","38,900",4,4,▲,450,1.18,"9,900,267","382,576",0.11
2018-12-27,"38,700","38,800",5,5,▼,-100,-0.26,"10,510,643","403,521",0.11
2018-12-26,"38,400","38,750",6,6,▼,-450,-1.16,"12,707,675","488,546",0.11
2018-12-24,"38,500","39,050",3,3,▲,150,0.39,"9,729,530","376,007",0.11
2018-12-21,"38,200","38,650",3,3, ,0,0,"14,947,080","575,189",0.11
2018-12-20,"38,600","39,100",2,2,▼,-450,-1.15,"11,937,617","462,010",0.11
2018-12-19,"38,900","39,350",5,5,▲,200,0.51,"9,942,037","388,002",0.11
2018-12-18,"38,300","39,200",2,2,▼,-250,-0.64,"11,042,101","429,736",0.11
2018-12-17,"38,650","39,600",4,4,▲,200,0.51,"11,532,968","452,403",0.11
2018-12-14,"40,200","40,200",2,2,▼,"-1,050",-2.63,"19,671,783","768,559",0.11
2018-12-13,"40,650","40,750",5,5,▼,-450,-1.11,"26,254,646","1,054,673",0.11
2018-12-12,"40,250","40,700",3,3,▲,200,0.5,"12,024,279","486,186",0.11
2018-12-11,"40,600","40,700",4,4,▲,50,0.12,"10,638,766","429,054",0.09
2018-12-10,"40,450","40,650",5,5,▼,-750,-1.83,"14,892,263","598,917",0.09
2018-12-07,"40,900","41,400",6,6,▲,450,1.11,"11,433,083","469,836",0.09
2018-12-06,"40,600","41,100",3,3,▼,-950,-2.29,"14,251,826","579,350",0.09
2018-12-05,"40,900","41,750",3,3,▼,-700,-1.66,"12,631,983","522,455",0.07
2018-12-04,"42,650","42,900",2,2,▼,"-1,100",-2.54,"14,347,746","605,987",0.08
2018-12-03,"42,750","43,400",5,5,▲,"1,400",3.35,"12,110,702","521,014",0.07
2018-11-30,"43,450","44,000",2,2,▼,"-1,300",-3.01,"19,775,519","838,775",0.07
2018-11-29,"43,850","43,850",4,4, ,0,0,"8,473,511","367,283",0.07
2018-11-28,"42,800","43,200",2,2,▲,100,0.23,"6,943,099","298,451",0.07
2018-11-27,"42,900","43,100",5,5,▲,450,1.06,"8,367,091","358,411",0.08
2018-11-26,"42,150","42,800",3,3,▲,200,0.47,"6,613,009","281,293",0.07
2018-11-23,"42,450","42,600",4,4,▼,-50,-0.12,"5,192,638","219,016",0.08
2018-11-22,"42,000","42,650",5,5,▲,350,0.83,"5,970,796","253,026",0.07
2018-11-21,"41,800","42,300",6,6,▼,-700,-1.64,"10,769,589","452,949",0.07
2018-11-20,"42,450","43,000",3,3,▼,-850,-1.95,"9,420,664","402,663",0.07
2018-11-19,"44,050","44,250",3,3,▼,-350,-0.8,"7,538,720","329,485",0.07
2018-11-16,"44,600","44,750",2,2,▼,-250,-0.56,"7,777,124","343,559",0.07
2018-11-15,"44,050","44,350",5,5,▲,150,0.34,"5,864,067","258,043",0.07
2018-11-14,"44,500","44,500",2,2,▼,-400,-0.9,"6,783,344","298,840",0.07
2018-11-13,"43,900","44,500",4,4,▼,-700,-1.55,"9,311,126","410,327",0.08
2018-11-12,"43,850","45,250",2,2,▲,900,2.03,"8,552,566","383,763",0.08
2018-11-09,"44,450","44,850",5,5,▲,250,0.57,"7,318,500","324,257",0.07
2018-11-08,"44,900","45,050",3,3,▲,50,0.11,"12,617,397","562,057",0.08
2018-11-07,"43,600","44,500",4,4,▲,250,0.57,"11,553,998","508,909",0.09
2018-11-06,"43,750","43,800",5,5,▼,-50,-0.11,"7,713,625","335,006",0.09
2018-11-05,"43,750","43,800",6,6,▼,-350,-0.79,"9,426,777","409,145",0.09
2018-11-02,"43,050","44,250",3,3,▲,"2,000",4.74,"16,517,112","716,243",0.09
2018-11-01,"42,450","42,950",3,3,▼,-250,-0.59,"13,423,132","570,459",0.09
2018-10-31,"42,900","43,350",2,2,▲,50,0.12,"17,621,480","747,033",0.09
2018-10-30,"41,400","43,000",5,5,▲,950,2.29,"14,205,190","604,196",0.09
2018-10-29,"40,850","41,950",2,2,▲,400,0.98,"14,460,521","597,886",0.09
2018-10-26,"41,100","41,300",4,4, ,0,0,"14,413,864","589,371",0.09
2018-10-25,"40,600","41,550",2,2,▼,"-1,550",-3.64,"19,338,170","793,656",0.09
2018-10-24,"43,050","43,100",5,5,▼,-500,-1.16,"13,522,825","575,195",0.09
2018-10-23,"43,300","43,450",3,3,▼,-500,-1.15,"9,531,231","410,359",0.09
2018-10-22,"43,450","43,950",4,4,▼,-350,-0.8,"8,357,648","364,048",0.09
2018-10-19,"43,900","44,150",5,5,▼,-150,-0.34,"7,842,520","343,941",0.09
2018-10-18,"43,950","44,450",6,6,▼,-100,-0.23,"8,347,725","368,460",0.09
2018-10-17,"44,150","44,500",3,3,▲,550,1.26,"8,306,193","367,501",0.09
2018-10-16,"43,700","44,150",3,3,▼,-200,-0.46,"6,825,677","298,410",0.09
2018-10-15,"44,050","44,050",2,2,▼,-200,-0.45,"7,434,522","324,350",0.09
2018-10-12,"43,200","44,650",5,5,▲,900,2.09,"12,640,906","555,819",0.08
2018-10-11,"44,000","44,650",2,2,▼,"-2,200",-4.86,"19,324,537","844,344",0.08
2018-10-10,"45,250","45,500",4,4,▲,350,0.78,"10,341,349","467,913",0.08
2018-10-08,"44,200","45,200",2,2,▲,250,0.56,"6,759,464","303,660",0.08
2018-10-05,"44,800","45,500",5,5, ,0,0,"10,544,165","472,928",0.09
2018-10-04,"45,150","45,600",3,3,▼,"-1,000",-2.19,"11,865,327","533,018",0.09
2018-10-02,"46,450","46,700",4,4,▼,-650,-1.4,"6,607,188","304,304",0.09
2018-10-01,"46,450","46,800",5,5,▼,-100,-0.22,"6,354,983","293,933",0.09
2018-09-28,"47,250","47,250",6,6,▼,"-1,050",-2.21,"11,270,515","526,128",0.09
2018-09-27,"46,950","47,500",3,3,▲,100,0.21,"15,804,586","742,801",0.09
2018-09-21,"46,550","47,550",3,3,▲,150,0.32,"14,476,906","682,177",0.1
2018-09-20,"46,850","47,600",2,2,▲,"1,100",2.38,"13,536,966","638,839",0.11
2018-09-19,"46,000","46,200",5,5,▲,650,1.43,"9,367,454","430,987",0.11
2018-09-18,"44,950","45,900",2,2,▲,350,0.78,"9,987,090","454,870",0.11
2018-09-17,"45,550","45,800",4,4,▼,-700,-1.53,"8,123,384","367,361",0.11
2018-09-14,"45,000","45,850",2,2,▲,"1,800",4.09,"12,446,344","567,635",0.11
2018-09-13,"44,550","44,750",5,5,▼,-500,-1.12,"18,277,942","807,795",0.11
2018-09-12,"44,900","45,100",3,3,▼,-500,-1.11,"12,995,269","580,626",0.11
2018-09-11,"45,550","45,900",4,4,▼,-450,-0.99,"9,865,790","447,167",0.11
2018-09-10,"45,450","45,550",5,5,▲,600,1.34,"9,979,838","452,310",0.09
2018-09-07,"44,500","45,200",6,6,▼,"-1,200",-2.6,"18,285,508","819,216",0.09
2018-09-06,"46,200","46,400",3,3,▼,-500,-1.07,"9,040,553","416,318",0.09
2018-09-05,"47,300","47,450",3,3,▼,"-1,050",-2.2,"9,139,998","429,158",0.09
2018-09-04,"47,550","47,800",2,2,▲,200,0.42,"6,791,255","323,146",0.09
2018-09-03,"48,200","48,300",5,5,▼,"-1,000",-2.06,"8,595,084","409,460",0.09
2018-08-31,"47,100","48,450",2,2,▲,800,1.68,"13,577,454","652,318",0.1
2018-08-30,"46,950","47,950",4,4,▲,850,1.82,"12,193,231","580,259",0.1
2018-08-29,"46,750","46,800",2,2,▲,250,0.54,"5,572,374","259,964",0.1
2018-08-28,"46,800","46,950",5,5,▲,250,0.54,"7,365,976","343,323",0.11
2018-08-27,"46,100","46,550",3,3,▲,150,0.33,"5,263,782","243,696",0.11
2018-08-24,"45,900","46,400",4,4,▼,-50,-0.11,"6,582,535","302,213",0.11
2018-08-23,"46,150","46,200",5,5,▲,100,0.22,"6,730,918","309,343",0.11
2018-08-22,"45,150","46,200",6,6,▲,"1,300",2.9,"11,641,656","532,916",0.11
2018-08-21,"43,700","44,900",3,3,▲,950,2.17,"9,520,270","423,683",0.11
2018-08-20,"43,500","44,200",3,3,▼,-250,-0.57,"7,289,124","319,180",0.11
2018-08-17,"44,050","44,400",2,2,▼,-150,-0.34,"6,808,747","300,778",0.11
2018-08-16,"43,800","44,650",5,5,▼,-900,-1.99,"10,088,229","445,398",0.11
2018-08-14,"44,850","45,400",2,2,▲,100,0.22,"6,409,259","289,643",0.11
2018-08-13,"44,950","45,100",4,4,▼,-350,-0.77,"9,803,831","440,075",0.11
2018-08-10,"46,150","46,400",2,2,▼,"-1,500",-3.2,"16,670,643","757,074",0.11
2018-08-09,"47,000","47,050",5,5,▲,100,0.21,"12,010,886","562,116",0.11
2018-08-08,"47,000","47,000",3,3,▲,100,0.21,"6,429,338","300,496",0.11
2018-08-07,"46,300","46,750",4,4,▲,900,1.97,"9,058,174","421,267",0.11
2018-08-06,"46,150","46,150",5,5,▲,50,0.11,"6,771,979","311,103",0.11
2018-08-03,"45,850","45,900",6,6,▲,200,0.44,"8,274,944","377,640",0.11
2018-08-02,"46,550","46,800",3,3,▼,"-1,000",-2.15,"8,560,924","393,893",0.11
2018-08-01,"46,050","46,850",3,3,▲,300,0.65,"7,484,499","347,629",0.11
2018-07-31,"46,200","46,450",2,2,▼,-250,-0.54,"8,033,607","371,442",0.11
2018-07-30,"46,550","46,800",5,5,▼,-400,-0.85,"5,723,035","266,138",0.11
2018-07-27,"46,450","47,000",2,2, ,0,0,"4,762,460","222,452",0.11
2018-07-26,"46,100","47,000",4,4,▲,750,1.63,"7,374,946","344,072",0.11
2018-07-25,"46,250","46,550",2,2, ,0,0,"7,222,471","333,206",0.11
2018-07-24,"46,350","46,600",5,5,▼,-350,-0.75,"8,261,363","381,832",0.11
2018-07-23,"47,100","47,200",3,3,▼,-950,-2,"10,823,782","503,027",0.11
2018-07-20,"47,000","47,600",4,4,▲,550,1.17,"10,474,547","493,878",0.12
2018-07-19,"47,050","47,200",5,5,▲,350,0.75,"9,880,128","464,089",0.12
2018-07-18,"46,700","47,200",6,6,▲,700,1.53,"10,952,645","511,712",0.12
2018-07-17,"46,150","46,200",3,3,▼,-200,-0.43,"8,892,953","408,292",0.12
2018-07-16,"46,800","46,800",3,3,▼,-450,-0.97,"7,678,719","356,079",0.12
2018-07-13,"45,800","46,500",2,2,▲,"1,000",2.2,"11,543,389","533,402",0.12
2018-07-12,"45,900","46,250",5,5,▼,-500,-1.09,"11,828,104","541,037",0.12
2018-07-11,"46,400","46,450",2,2,▼,-300,-0.65,"11,224,077","515,224",0.11
2018-07-10,"46,200","46,550",4,4,▲,700,1.54,"10,528,665","487,991",0.12
2018-07-09,"45,500","46,100",2,2,▲,700,1.56,"11,602,464","529,092",0.11
2018-07-06,"45,500","45,850",5,5,▼,"-1,050",-2.29,"17,843,706","803,678",0.11
2018-07-05,"46,100","46,550",3,3,▼,-300,-0.65,"7,039,773","323,468",0.12
2018-07-04,"46,700","47,050",4,4,▲,100,0.22,"8,776,763","408,110",0.12
2018-07-03,"45,750","46,450",5,5,▲,600,1.32,"10,959,655","505,688",0.12
2018-07-02,"46,500","47,150",6,6,▼,"-1,100",-2.36,"13,112,253","606,566",0.11
2018-06-29,"46,250","47,150",3,3,▼,-150,-0.32,"14,099,635","657,785",0.11
2018-06-28,"46,850","47,150",3,3,▼,"-1,150",-2.4,"12,784,800","598,306",0.11
2018-06-27,"47,450","48,500",2,2,▲,950,2.02,"15,274,752","728,041",0.12
2018-06-26,"45,900","47,300",5,5,▲,350,0.75,"11,223,166","523,396",0.11
2018-06-25,"47,050","47,050",2,2,▼,-600,-1.27,"10,587,711","493,006",0.11
2018-06-22,"47,000","47,250",4,4,▲,200,0.43,"10,298,006","481,759",0.11
2018-06-21,"47,900","47,900",2,2,▲,50,0.11,"10,015,541","474,358",0.11
2018-06-20,"47,450","47,600",5,5, ,0,0,"12,959,316","611,840",0.11
2018-06-19,"47,200","47,350",3,3,▲,400,0.86,"15,217,971","715,277",0.11
2018-06-18,"47,600","47,650",4,4,▼,"-1,050",-2.2,"16,661,870","776,902",0.11
2018-06-15,"48,500","48,700",5,5,▼,-550,-1.14,"17,080,892","819,653",0.11
2018-06-14,"49,000","49,000",6,6,▼,"-1,200",-2.43,"20,971,729","1,015,091",0.11
2018-06-12,"49,700","49,800",3,3,▼,-500,-1,"12,110,569","598,929",0.11
2018-06-11,"49,750","50,300",3,3,▲,250,0.5,"10,571,312","526,740",0.11
2018-06-08,"50,200","50,400",2,2,▼,-950,-1.88,"16,951,706","845,303",0.11
2018-06-07,"51,800","51,800",5,5,▼,-700,-1.36,"13,590,016","692,916",0.11
2018-06-05,"51,100","51,400",2,2,▲,200,0.39,"9,144,100","465,525",0.11
2018-06-04,"50,800","51,200",4,4,▼,-200,-0.39,"9,767,171","498,094",0.11
2018-06-01,"50,500","51,700",2,2,▲,600,1.18,"13,038,499","665,063",0.11
2018-05-31,"50,400","50,800",5,5,▲,"1,200",2.42,"63,491,109","3,160,206",0.1
2018-05-30,"51,300","51,500",3,3,▼,"-1,800",-3.51,"20,498,098","1,026,413",0.1
2018-05-29,"52,200","52,500",4,4,▼,"-1,000",-1.91,"8,480,437","437,715",0.1
2018-05-28,"52,500","53,000",5,5,▼,-400,-0.76,"9,787,820","513,194",0.11
2018-05-25,"51,000","52,800",6,6,▲,"1,300",2.53,"15,207,266","795,151",0.11
2018-05-24,"52,000","52,000",3,3,▼,-400,-0.77,"8,289,275","426,264",0.12
2018-05-23,"50,600","52,000",3,3,▲,"1,800",3.6,"17,095,490","878,627",0.12
2018-05-21,"49,650","50,200",2,2,▲,500,1.01,"9,020,998","449,245",0.12
2018-05-18,"49,900","49,900",5,5,▲,100,0.2,"6,706,570","332,487",0.12
2018-05-17,"50,300","50,500",2,2,▼,-450,-0.9,"10,365,440","515,599",0.12
2018-05-16,"49,200","50,200",4,4,▲,650,1.32,"15,918,683","792,346",0.11
2018-05-15,"50,200","50,400",2,2,▼,-900,-1.8,"18,709,146","925,775",0.11
2018-05-14,"51,000","51,100",5,5,▼,"-1,200",-2.34,"14,909,272","749,532",0.11
2018-05-11,"52,000","52,200",3,3,▼,-300,-0.58,"10,314,997","533,765",0.11
2018-05-10,"51,700","51,700",4,4,▲,700,1.38,"13,905,263","712,206",0.11
2018-05-09,"52,600","52,800",5,5,▼,"-1,700",-3.23,"16,128,305","831,372",0.12
2018-05-08,"52,600","53,200",6,6,▲,700,1.35,"23,104,720","1,218,273",0.13
2018-05-04,"53,000","53,900",3,3,▼,"-1,100",-2.08,"39,565,391","2,078,018",0.13
2018-05-03,"2,650,000","2,650,000",3,3, ,0,0,,,1.78
2018-05-02,"2,650,000","2,650,000",2,2, ,0,0,,,0.74
2018-04-30,"2,650,000","2,650,000",5,5, ,0,0,,,0.26
2018-04-27,"2,669,000","2,682,000",2,2,▲,"43,000",1.65,"606,216","1,611,240",0.11
2018-04-26,"2,521,000","2,608,000",4,4,▲,"87,000",3.45,"360,931","931,526",0.11
2018-04-25,"2,461,000","2,525,000",2,2,▼,"-3,000",-0.12,"332,292","826,566",0.11
2018-04-24,"2,592,000","2,593,000",5,5,▼,"-72,000",-2.77,"315,406","799,556",0.1
2018-04-23,"2,550,000","2,604,000",3,3,▲,"14,000",0.54,"232,380","600,825",0.1
2018-04-20,"2,590,000","2,613,000",4,4,▼,"-58,000",-2.2,"235,220","609,152",0.1
2018-04-19,"2,600,000","2,649,000",5,5,▲,"71,000",2.76,"343,811","901,505",0.1
2018-04-18,"2,550,000","2,568,000",6,6,▲,"69,000",2.76,"269,252","689,012",0.09
2018-04-17,"2,512,000","2,527,000",3,3,▼,"-18,000",-0.72,"155,440","389,066",0.1
2018-04-16,"2,516,000","2,530,000",3,3,▲,"27,000",1.08,"157,549","396,053",0.1
2018-04-13,"2,480,000","2,509,000",2,2,▲,"40,000",1.63,"205,566","512,556",0.1
2018-04-12,"2,472,000","2,472,000",5,5,▲,"7,000",0.29,"249,325","612,211",0.1
2018-04-11,"2,495,000","2,495,000",2,2,▼,"-1,000",-0.04,"201,022","495,246",0.1
2018-04-10,"2,427,000","2,461,000",4,4,▼,"-16,000",-0.65,"219,687","534,757",0.11
2018-04-09,"2,413,000","2,472,000",2,2,▲,"40,000",1.65,"199,008","488,396",0.1
2018-04-06,"2,400,000","2,429,000",5,5,▼,"-17,000",-0.7,"250,654","603,211",0.1
2018-04-05,"2,370,000","2,469,000",3,3,▲,"91,000",3.88,"264,912","642,625",0.1
2018-04-04,"2,408,000","2,413,000",4,4,▼,"-60,000",-2.49,"247,684","586,682",0.09
2018-04-03,"2,394,000","2,407,000",5,5,▼,"-21,000",-0.87,"255,365","609,109",0.09
2018-04-02,"2,450,000","2,461,000",6,6,▼,"-34,000",-1.38,"142,313","346,383",0.09
2018-03-30,"2,454,000","2,495,000",3,3,▲,"9,000",0.37,"155,542","385,610",0.09
