일자,WAR,WPA,Y_SCORE,SCORE,전일비,,등락률,OPS,Woba,Wrct
2021-04-07,"56,300","56,900",6,5,▼,-600,-1.06,"23,209,541","1,301,501",0.05
2021-04-06,"56,000","57,000",2,6,▼,"-1,400",-2.42,"25,483,102","1,440,950",0.05
2021-04-05,"56,200","58,000",10,2,▲,"1,100",1.94,"23,885,408","1,368,868",0.04
2021-04-04,"57,400","58,100",1,10,▼,"-2,400",-4.05,"25,627,537","1,470,408",0.04
2021-04-03,"58,800","59,800",4,1,▼,-800,-1.33,"13,777,393","817,159",0.04
2021-04-02,"60,700","61,300",2,4,▼,-200,-0.33,"14,591,924","880,829",0.04
2021-04-01,"59,800","60,400",6,2,▲,400,0.67,"12,951,496","775,715",0.04
2021-03-31,"60,800","60,900",3,6,▼,"-1,700",-2.76,"16,674,266","1,004,070",0.04
2021-03-30,"61,600","62,000",6,3,▼,-300,-0.49,"8,740,596","538,521",0.04
2021-03-29,"60,900","61,900",4,6,▲,"1,100",1.81,"13,276,067","814,138",0.04
2021-03-28,"61,200","61,600",6,4,▲,200,0.33,"18,449,775","1,127,649",0.04
2021-03-27,"60,300","60,700",3,6,▲,600,1,"12,904,207","776,553",0.04
2021-03-26,"59,800","60,700",1,3,▲,200,0.34,"11,071,231","665,611",0.04
2021-03-25,"59,200","59,800",0,1,▼,-700,-1.16,"13,107,121","779,717",0.04
2021-03-24,"61,100","61,200",12,0,▼,-700,-1.15,"16,402,493","989,081",0.04
2021-03-23,"60,100","61,100",2,12,▲,"1,600",2.69,"14,727,159","889,352",0.04
2021-03-22,"60,000","60,200",5,2,▲,600,1.02,"19,278,165","1,147,948",0.04
2021-03-21,"57,100","59,000",1,5,▲,"1,700",2.97,"21,800,192","1,271,098",0.04
2021-03-20,"55,500","57,400",3,1,▲,800,1.42,"23,995,260","1,354,043",0.04
2021-03-19,"57,800","58,400",10,3,▼,-800,-1.4,"19,749,457","1,132,895",0.04
2021-03-18,"58,800","58,800",5,10,▼,"-1,900",-3.21,"20,821,939","1,202,915",0.04
2021-03-17,"59,100","59,700",2,5,▲,300,0.51,"16,446,102","975,344",0.03
2021-03-16,"59,400","59,400",1,2,▼,"-2,000",-3.29,"23,664,541","1,394,362",0.03
2021-03-15,"61,800","61,800",3,1,▼,"-1,500",-2.41,"14,916,555","912,319",0.02
2021-03-14,"60,500","62,600",0,3,▲,900,1.47,"15,339,565","943,882",0.02
2021-03-13,"62,000","62,400",7,0,▼,"-1,000",-1.6,"11,142,693","686,991",0.02
2021-03-12,"62,000","62,800",4,7,▲,"1,100",1.79,"12,528,855","781,048",0.02
2021-03-11,"61,900","62,000",5,4,▲,600,0.99,"16,025,661","984,567",0.02
2021-03-10,"59,100","60,700",6,5,▲,"1,700",2.88,"14,381,774","862,500",0.02
2021-03-09,"59,500","59,600",0,6,▼,"-1,000",-1.67,"14,300,928","846,498",0.03
2021-03-08,"60,400","61,000",5,0, ,0,0,"16,906,295","1,021,498",0.03
2021-03-07,"59,600","60,000",1,5,▲,500,0.84,"11,359,139","677,776",0.03
2021-03-06,"58,800","59,700",3,1,▲,900,1.54,"16,000,170","945,371",0.03
2021-03-05,"58,400","58,600",3,3,▲,"1,800",3.17,"24,102,579","1,402,997",0.03
2021-03-04,"56,200","57,400",3,3,▲,"1,000",1.79,"23,501,171","1,330,939",0.03
2021-03-03,"55,700","56,400",2,3,▲,300,0.54,"10,009,778","560,227",0.03
2021-03-02,"54,900","55,600",4,2, ,0,0,"10,278,951","567,462",0.03
2021-03-01,"56,000","56,600",1,4,▲,300,0.54,"15,422,255","860,207",0.03
2021-02-28,"55,500","56,000",6,1,▼,-600,-1.08,"12,993,228","719,663",0.03
2021-02-27,"56,200","56,600",0,6,▼,-700,-1.24,"8,356,767","467,930",0.02
2021-02-26,"55,700","56,900",1,0,▲,"1,100",1.99,"12,313,056","692,415",0.02
2021-02-25,"54,700","55,400",5,1,▲,400,0.73,"9,645,034","530,105",0.02
2021-02-24,"55,600","55,700",10,5,▼,-500,-0.9,"11,868,463","655,144",0.02
2021-02-23,"56,100","56,400",5,10,▼,-500,-0.89,"9,839,252","546,623",0.02
2021-02-22,"56,100","56,500",6,5, ,0,0,"12,095,519","677,521",0.03
2021-02-21,"57,000","57,300",2,6,▼,-300,-0.53,"14,180,520","799,291",0.03
2021-02-20,"56,700","57,200",10,2,▼,-400,-0.71,"15,558,208","878,486",0.03
2021-02-19,"55,800","56,700",1,10,▲,"2,000",3.66,"19,358,433","1,087,303",0.03
2021-02-18,"54,500","54,900",4,1, ,0,0,"11,512,405","630,060",0.03
2021-02-17,"54,500","54,800",2,4,▲,"1,400",2.63,"18,120,261","987,028",0.03
2021-02-16,"53,000","53,300",6,2,▲,"1,400",2.7,"29,178,697","1,551,714",0.03
2021-02-15,"51,500","52,200",3,6,▲,400,0.78,"11,379,521","589,980",0.03
2021-02-14,"51,000","51,600",6,3,▲,300,0.59,"6,882,771","352,660",0.03
2021-02-13,"50,900","51,400",4,6,▲,800,1.59,"8,470,627","432,760",0.03
2021-02-12,"50,100","50,900",6,4,▲,900,1.82,"11,414,563","575,970",0.03
2021-02-11,"50,200","50,400",3,6,▲,50,0.1,"10,449,715","520,067",0.03
2021-02-10,"49,600","49,850",1,3,▼,-450,-0.9,"13,246,549","654,935",0.03
2021-02-09,"49,800","50,300",0,1,▼,-500,-0.99,"12,059,812","602,055",0.03
2021-02-08,"50,900","51,300",12,0,▲,100,0.2,"18,877,252","944,328",0.02
2021-02-07,"51,200","51,400",2,12,▼,"-1,000",-1.95,"11,179,334","564,596",0.02
2021-02-06,"51,900","52,100",5,2,▼,-900,-1.72,"6,833,885","353,450",0.02
2021-02-05,"51,800","52,300",1,5,▲,400,0.77,"7,546,261","392,692",0.02
2021-02-04,"51,900","52,900",3,1, ,0,0,"27,372,226","1,424,278",0.02
2021-02-03,"52,200","52,600",10,3,▲,200,0.39,"9,050,625","472,176",0.02
2021-02-02,"51,000","51,600",5,10,▲,600,1.18,"8,478,310","435,737",0.02
2021-02-01,"51,600","52,100",2,5,▼,"-1,000",-1.92,"14,298,646","729,351",0.02
2021-01-31,"53,400","53,400",1,2,▼,"-1,500",-2.8,"12,560,070","659,160",0.01
2021-01-30,"53,200","53,500",3,1, ,0,0,"8,907,177","473,053",0.01
2021-01-29,"53,600","53,800",0,3,▼,-200,-0.37,"7,746,554","414,199",0.01
2021-01-28,"52,900","53,700",7,0,▲,900,1.7,"9,703,360","518,315",0.02
2021-01-27,"51,900","52,800",4,7,▲,300,0.57,"12,010,018","630,540",0.01
2021-01-26,"52,500","52,500",5,4,▼,-100,-0.19,"6,225,196","325,646",0.01
2021-01-25,"51,800","52,600",6,5,▲,"1,000",1.94,"6,576,148","342,966",0.01
2021-01-24,"52,200","52,200",0,6,▼,-500,-0.96,"8,185,952","423,836",0.01
2021-01-23,"53,200","53,300",5,0,▼,-800,-1.51,"11,603,290","610,282",0.01
2021-01-22,"53,400","53,400",1,5,▼,-400,-0.75,"9,257,116","488,510",0.01
2021-01-21,"52,900","53,500",3,1,▲,600,1.14,"14,361,133","762,570",0.02
2021-01-20,"52,400","52,700",3,3,▲,400,0.76,"10,581,034","555,449",0.02
2021-01-19,"51,700","52,300",3,3,▲,"1,100",2.15,"13,012,411","677,400",0.03
2021-01-18,"50,600","51,200",2,3,▲,800,1.59,"8,467,846","422,791",0.03
2021-01-17,"51,000","51,400",4,2, ,0,0,"10,304,777","525,166",0.02
2021-01-16,"50,700","50,800",1,4,▼,-700,-1.37,"8,959,435","452,020",0.02
2021-01-15,"51,400","51,700",6,1,▼,-200,-0.39,"7,581,629","387,755",0.02
2021-01-14,"50,700","51,500",0,6,▲,400,0.79,"6,431,522","329,526",0.02
2021-01-13,"50,800","51,200",1,0,▲,200,0.39,"7,879,897","400,781",0.01
2021-01-12,"52,500","52,500",5,1,▼,-500,-0.98,"21,185,785","1,077,417",0.01
2021-01-11,"51,300","51,500",10,5, ,0,0,"8,663,880","443,385",0.02
2021-01-10,"50,800","51,500",5,10,▲,900,1.79,"10,898,729","557,128",0.02
2021-01-09,"49,900","50,400",6,5,▲,400,0.8,"4,406,531","220,999",0.02
2021-01-08,"50,300","50,900",2,6,▼,-600,-1.19,"8,483,106","426,948",0.03
2021-01-07,"50,500","50,600",10,2,▼,-200,-0.39,"6,701,380","337,531",0.03
2021-01-06,"50,700","50,900",1,10,▲,600,1.2,"9,136,282","462,746",0.03
2021-01-05,"49,900","50,200",4,1,▲,100,0.2,"6,058,105","303,432",0.03
2021-01-04,"50,000","50,300",2,4,▲,850,1.73,"11,130,635","557,618",0.03
2021-01-03,"49,000","49,450",6,2,▲,600,1.24,"7,783,275","382,774",0.03
2021-01-02,"48,200","49,200",3,6,▼,-350,-0.72,"18,639,855","904,488",0.03
2021-01-01,"47,900","49,000",6,3,▲,"1,150",2.41,"14,239,367","689,495",0.03
2020-12-31,"48,350","48,700",4,6,▼,-250,-0.52,"7,047,273","338,656",0.03
2020-12-30,"47,400","48,650",6,4,▲,400,0.84,"9,331,695","448,302",0.03
2020-12-29,"48,350","48,400",3,6,▼,"-1,250",-2.56,"8,382,463","401,925",0.02
2020-12-28,"48,900","49,100",1,3,▼,-200,-0.41,"6,206,035","303,326",0.02
2020-12-27,"48,050","49,250",0,1,▲,650,1.34,"9,497,119","462,640",0.02
2020-12-26,"48,000","48,700",12,0,▼,-800,-1.63,"8,048,041","389,082",0.02
2020-12-25,"49,000","49,250",2,12,▲,300,0.61,"8,494,756","416,997",0.02
2020-12-24,"49,200","49,350",5,2,▼,-600,-1.21,"9,187,141","450,711",0.02
2020-12-23,"49,050","49,650",1,5,▲,200,0.41,"7,871,955","387,800",0.02
2020-12-22,"49,250","49,300",3,1,▲,100,0.2,"7,568,553","372,223",0.03
2020-12-21,"49,400","49,600",10,3,▲,50,0.1,"15,460,210","763,187",0.02
2020-12-20,"48,050","49,200",5,10,▲,"1,450",3.04,"16,461,413","803,292",0.02
2020-12-19,"46,900","47,700",2,5,▲,800,1.71,"10,413,027","494,000",0.02
2020-12-18,"47,000","47,100",1,2,▼,-200,-0.42,"7,006,280","328,706",0.02
2020-12-17,"47,000","47,100",3,1,▼,-50,-0.11,"15,550,926","728,203",0.02
2020-12-16,"47,300","47,400",0,3,▲,150,0.32,"16,141,619","761,317",0.03
2020-12-15,"47,100","47,200",7,0,▲,100,0.21,"9,231,792","433,164",0.02
2020-12-14,"46,450","47,000",4,7,▲,600,1.3,"9,434,157","441,487",0.03
2020-12-13,"46,500","46,500",5,4,▲,600,1.31,"9,896,562","457,524",0.04
2020-12-12,"44,800","46,100",6,5,▲,"1,600",3.63,"18,297,430","832,665",0.04
2020-12-11,"43,250","44,100",0,6,▲,850,1.97,"12,441,837","541,987",0.04
2020-12-10,"43,550","43,650",5,0,▼,-550,-1.26,"9,774,941","423,350",0.02
2020-12-09,"44,850","44,850",1,5,▼,-200,-0.45,"7,185,537","315,991",0.04
2020-12-08,"43,750","44,300",3,1,▲,600,1.38,"9,899,073","436,337",0.03
2020-12-07,"44,200","44,200",3,3,▼,-750,-1.7,"10,768,862","470,572",0.03
2020-12-06,"44,100","44,400",3,3,▲,100,0.23,"5,758,333","254,052",0.03
2020-12-05,"43,650","44,200",2,3,▲,450,1.03,"16,883,932","742,426",0.03
2020-12-04,"43,050","43,800",4,2,▼,-350,-0.8,"7,954,949","344,832",0.03
2020-12-03,"43,800","44,200",1,4,▼,-100,-0.23,"5,017,381","220,739",0.03
2020-12-02,"44,500","44,700",6,1,▼,-450,-1.01,"8,061,177","355,619",0.03
2020-12-01,"44,350","44,800",0,6,▲,50,0.11,"6,571,717","292,349",0.03
2020-11-30,"43,950","44,600",1,0,▲,850,1.95,"8,434,205","372,092",0.03
2020-11-29,"44,350","44,350",5,1,▼,-300,-0.68,"6,014,218","263,401",0.03
2020-11-28,"43,800","43,900",10,5,▲,200,0.46,"9,528,115","416,192",0.03
2020-11-27,"43,900","44,250",5,10,▲,700,1.63,"8,750,135","383,427",0.03
2020-11-26,"43,500","43,500",6,5,▼,-700,-1.6,"7,276,979","314,191",0.03
2020-11-25,"44,000","44,000",2,6,▲,550,1.27,"8,466,169","370,531",0.03
2020-11-24,"43,250","43,350",10,2,▲,500,1.17,"9,685,147","418,719",0.02
2020-11-23,"43,250","43,500",1,10,▼,-550,-1.27,"16,926,881","728,074",0.02
2020-11-22,"43,600","43,900",4,1,▼,-300,-0.69,"10,002,533","434,500",0.02
2020-11-21,"42,500","43,800",2,4,▼,-450,-1.02,"15,083,824","654,805",0.02
2020-11-20,"44,350","44,600",6,2,▼,"-1,000",-2.22,"14,214,086","625,946",0.02
2020-11-19,"44,550","45,500",3,6,▼,-250,-0.55,"12,151,374","544,793",0.02
2020-11-18,"44,900","45,500",6,3,▼,-150,-0.33,"7,811,181","352,894",0.02
2020-11-17,"46,200","46,600",4,6,▼,"-1,200",-2.58,"12,872,916","587,387",0.02
2020-11-16,"46,300","46,850",6,4,▲,450,0.98,"5,551,014","258,641",0.02
2020-11-15,"46,800","47,050",3,6,▼,"-1,050",-2.23,"6,856,846","317,737",0.02
2020-11-14,"46,650","47,150",1,3,▼,-50,-0.11,"7,873,886","369,298",0.02
2020-11-13,"47,150","47,200",0,1,▲,800,1.72,"8,408,838","395,533",0.02
2020-11-12,"47,100","47,150",12,0,▼,-900,-1.9,"8,756,522","409,321",0.02
2020-11-11,"47,350","47,550",2,12,▲,100,0.21,"9,061,381","429,349",0.02
2020-11-10,"46,800","47,300",5,2,▲,400,0.85,"9,009,109","424,205",0.02
2020-11-09,"46,650","46,950",1,5,▲,700,1.52,"8,819,393","412,853",0.02
2020-11-08,"46,450","46,450",3,1,▲,50,0.11,"5,143,554","236,878",0.02
2020-11-07,"46,150","46,350",10,3,▼,-800,-1.71,"5,216,602","240,498",0.03
2020-11-06,"46,450","46,850",5,10,▲,400,0.86,"7,407,824","345,958",0.03
2020-11-05,"45,950","46,650",2,5,▲,150,0.32,"4,717,226","218,263",0.03
2020-11-04,"46,350","46,400",1,2,▲,100,0.22,"5,245,804","242,359",0.03
2020-11-03,"46,350","46,550",3,1,▲,650,1.43,"10,989,751","509,185",0.04
2020-11-02,"45,550","46,150",0,3,▲,450,1,"9,253,930","424,302",0.04
2020-11-01,"44,850","45,450",7,0,▲,700,1.58,"7,646,421","344,766",0.04
2020-10-31,"44,750","44,800",4,7,▼,"-1,250",-2.74,"7,823,843","348,373",0.04
2020-10-30,"45,950","45,950",5,4,▼,-350,-0.76,"7,235,395","329,447",0.04
2020-10-29,"45,250","46,200",6,5,▲,600,1.32,"6,365,573","291,454",0.04
2020-10-28,"45,750","46,350",0,6,▼,-850,-1.84,"9,669,368","441,065",0.04
2020-10-27,"46,200","46,900",5,0,▼,-350,-0.75,"8,463,073","393,048",0.04
2020-10-26,"47,350","47,400",1,5,▼,-400,-0.85,"11,383,522","531,569",0.04
2020-10-25,"47,000","47,000",3,1,▲,500,1.08,"12,949,231","607,215",0.04
2020-10-24,"46,000","46,600",3,3,▲,800,1.75,"12,603,534","583,889",0.04
2020-10-23,"45,800","46,000",3,3,▲,100,0.22,"9,226,097","422,132",0.04
2020-10-22,"45,200","45,800",2,3,▲,100,0.22,"7,076,774","322,055",0.04
2020-10-21,"45,200","45,800",4,2,▼,-200,-0.44,"6,085,066","276,882",0.05
2020-10-20,"45,750","45,800",1,4,▲,200,0.44,"9,454,913","430,711",0.05
2020-10-19,"44,850","45,500",6,1,▲,150,0.33,"7,147,785","323,656",0.05
2020-10-18,"45,450","45,450",0,6,▲,"1,000",2.25,"10,417,690","471,408",0.05
2020-10-17,"43,750","44,500",1,0,▲,450,1.03,"7,994,928","353,712",0.05
2020-10-16,"43,750","44,050",5,1,▼,-100,-0.23,"11,890,424","521,514",0.05
2020-10-15,"43,750","44,150",10,5,▲,250,0.57,"9,322,873","408,763",0.05
2020-10-14,"44,200","44,400",5,10,▼,-850,-1.91,"16,906,541","740,494",0.05
2020-10-13,"44,800","45,050",6,5,▼,-250,-0.56,"8,607,439","384,320",0.05
2020-10-12,"44,800","45,000",2,6,▲,50,0.11,"6,664,872","298,796",0.05
2020-10-11,"44,300","44,850",10,2,▲,600,1.36,"8,792,182","391,891",0.05
2020-10-10,"43,600","44,350",1,10,▲,300,0.68,"11,683,682","513,994",0.05
2020-10-09,"44,050","44,200",4,1,▲,450,1.04,"12,464,135","548,114",0.05
2020-10-08,"43,400","43,700",2,4,▼,-350,-0.8,"9,913,497","429,428",0.06
2020-10-07,"42,950","43,900",6,2,▲,"1,300",3.06,"15,466,580","673,362",0.06
2020-10-06,"42,600","42,800",3,6,▼,-50,-0.12,"11,365,999","483,167",0.06
2020-10-05,"42,200","42,700",6,3,▲,750,1.79,"11,766,018","499,610",0.05
2020-10-04,"41,850","42,100",4,6,▼,-750,-1.76,"14,930,618","623,333",0.05
2020-10-03,"42,550","42,950",6,4,▼,-100,-0.23,"24,506,881","1,042,866",0.05
2020-10-02,"42,500","43,000",3,6,▼,-50,-0.12,"8,066,669","344,044",0.05
2020-10-01,"43,800","43,800",1,3,▼,"-1,150",-2.62,"13,966,305","599,085",0.05
2020-09-30,"43,900","44,000",0,1,▲,350,0.8,"12,259,006","536,198",0.05
2020-09-29,"43,700","43,800",12,0,▲,350,0.81,"11,033,339","477,854",0.05
2020-09-28,"42,600","43,950",2,12,▲,"1,150",2.74,"18,812,133","815,224",0.06
2020-09-27,"41,650","42,100",5,2,▲,800,1.94,"15,752,397","659,810",0.05
2020-09-26,"41,950","42,050",1,5,▼,-350,-0.84,"13,357,951","554,484",0.05
2020-09-25,"42,350","42,400",3,1,▼,"-1,000",-2.35,"13,687,828","572,150",0.05
2020-09-24,"42,700","43,050",10,3,▼,-100,-0.23,"7,670,185","327,974",0.05
2020-09-23,"41,300","43,100",5,10, ,0,0,"11,563,730","491,110",0.05
2020-09-22,"42,500","43,200",2,5,▼,-250,-0.58,"7,635,079","326,874",0.05
2020-09-21,"42,600","43,450",1,2,▲,450,1.06,"14,579,512","624,673",0.05
2020-09-20,"43,900","44,250",3,1,▼,"-1,800",-4.07,"23,029,718","993,612",0.04
2020-09-19,"44,300","44,850",0,3,▼,-600,-1.34,"10,398,754","462,087",0.04
2020-09-18,"45,250","45,300",7,0,▼,-450,-0.99,"12,014,907","538,125",0.04
2020-09-17,"45,900","46,050",4,7,▼,-600,-1.31,"6,562,916","298,783",0.04
2020-09-16,"45,500","46,150",5,4,▲,50,0.11,"8,625,126","395,454",0.04
2020-09-15,"46,000","46,300",6,5,▼,-300,-0.65,"11,121,273","509,856",0.05
2020-09-14,"45,150","46,150",0,6,▲,"1,300",2.9,"8,777,517","401,124",0.05
2020-09-13,"44,200","45,000",5,0,▲,200,0.45,"9,739,982","434,008",0.05
2020-09-12,"44,250","45,000",1,5,▼,-100,-0.22,"10,868,965","485,378",0.04
2020-09-11,"45,400","45,650",3,1,▼,-450,-1,"13,299,267","594,100",0.04
2020-09-10,"45,050","45,500",3,3,▼,-150,-0.33,"6,920,566","313,180",0.04
2020-09-09,"45,400","45,900",3,3,▲,50,0.11,"6,006,957","273,125",0.04
2020-09-08,"45,750","46,000",2,3,▼,-300,-0.66,"8,479,710","386,062",0.04
2020-09-07,"47,200","47,250",4,2,▼,"-1,450",-3.08,"12,808,747","589,352",0.04
2020-09-06,"47,300","47,600",1,4,▼,-200,-0.42,"5,513,658","260,238",0.04
2020-09-05,"47,400","47,400",6,1,▲,200,0.43,"7,730,881","364,273",0.04
2020-09-04,"47,150","47,500",0,6,▲,200,0.43,"8,733,019","412,633",0.04
2020-09-03,"46,050","46,900",1,0,▲,600,1.3,"7,668,936","357,084",0.04
2020-09-02,"46,700","46,800",5,1,▼,-450,-0.96,"13,697,399","634,752",0.04
2020-09-01,"46,400","46,700",10,5,▲,50,0.11,"11,883,995","550,967",0.04
2020-08-31,"46,700","46,950",5,10, ,0,0,"6,878,761","320,647",0.04
2020-08-30,"47,250","47,250",6,5,▼,-200,-0.43,"8,507,909","397,148",0.04
2020-08-29,"46,950","47,550",2,6,▼,-100,-0.21,"8,546,339","401,644",0.04
2020-08-28,"46,150","47,100",10,2,▲,350,0.75,"12,650,168","591,478",0.04
2020-08-27,"46,750","46,750",1,10,▲,850,1.86,"12,436,570","576,545",0.04
2020-08-26,"45,550","46,100",4,1,▲,700,1.55,"9,480,688","433,628",0.05
2020-08-25,"45,200","45,450",2,4,▲,400,0.9,"7,362,129","332,300",0.04
2020-08-24,"44,500","44,900",6,2,▼,-200,-0.45,"11,491,713","511,624",0.04
2020-08-23,"44,950","45,200",3,6,▼,-500,-1.1,"6,821,306","306,038",0.05
2020-08-22,"44,750","45,600",6,3,▲,100,0.22,"9,568,081","430,843",0.05
2020-08-21,"45,500","45,700",4,6,▼,-250,-0.55,"9,729,811","440,020",0.04
2020-08-20,"45,300","45,650",6,4,▼,"-1,050",-2.26,"8,699,728","394,433",0.05
2020-08-19,"46,850","47,000",3,6,▲,700,1.53,"12,535,911","583,256",0.06
2020-08-18,"44,600","46,250",1,3,▲,"1,800",4.09,"21,138,016","966,296",0.06
2020-08-17,"43,800","44,200",0,1,▲,150,0.34,"9,846,242","429,486",0.06
2020-08-16,"43,750","43,900",12,0,▲,200,0.46,"7,609,563","333,043",0.06
2020-08-15,"43,950","44,150",2,12,▼,-500,-1.13,"8,188,876","357,784",0.06
2020-08-14,"43,800","44,250",5,2,▲,350,0.8,"16,814,163","740,350",0.06
2020-08-13,"43,700","44,300",1,5, ,0,0,"18,039,161","789,951",0.05
2020-08-12,"44,250","44,450",3,1,▼,-800,-1.79,"8,108,343","356,447",0.06
2020-08-11,"44,300","44,950",10,3,▲,"1,000",2.29,"11,431,977","508,997",0.05
2020-08-10,"44,400","44,450",5,10,▼,-150,-0.34,"10,717,408","471,358",0.05
2020-08-09,"44,450","44,800",2,5,▼,-650,-1.46,"7,729,069","340,351",0.05
2020-08-08,"43,400","44,950",1,2,▲,450,1.02,"11,049,749","490,122",0.05
2020-08-07,"44,000","44,300",3,1,▼,-250,-0.56,"10,202,544","447,977",0.05
2020-08-06,"44,600","45,100",0,3,▼,-600,-1.34,"10,612,405","471,638",0.05
2020-08-05,"46,000","46,100",7,0,▼,-250,-0.55,"12,926,539","585,692",0.04
2020-08-04,"46,400","46,500",4,7,▼,"-1,650",-3.53,"23,569,321","1,073,229",0.04
2020-08-03,"47,000","47,250",5,4, ,0,0,"8,045,211","377,808",0.04
2020-08-02,"47,350","47,450",6,5,▼,-600,-1.27,"7,985,547","374,675",0.05
2020-08-01,"47,400","47,550",0,6,▲,200,0.42,"7,484,716","354,012",0.05
2020-07-31,"46,500","47,150",5,0,▲,200,0.43,"6,895,772","322,775",0.05
2020-07-30,"46,500","47,200",1,5,▲,50,0.11,"8,694,009","406,412",0.05
2020-07-29,"46,750","47,100",3,1,▲,950,2.07,"11,506,720","538,847",0.05
2020-07-28,"45,850","46,150",3,3,▼,-250,-0.54,"6,741,395","309,244",0.05
2020-07-27,"46,500","46,850",3,3,▲,150,0.33,"8,183,728","379,386",0.05
2020-07-26,"46,750","46,850",2,3,▼,"-1,450",-3.05,"10,554,643","487,928",0.05
2020-07-25,"46,600","47,500",4,2,▲,"1,300",2.81,"17,259,341","808,870",0.05
2020-07-24,"46,400","46,700",1,4,▲,150,0.33,"11,299,738","522,769",0.05
2020-07-23,"44,650","46,250",6,1,▲,"1,050",2.33,"13,184,367","604,234",0.05
2020-07-22,"44,500","45,000",0,6,▲,200,0.45,"11,125,044","496,106",0.05
2020-07-21,"45,700","45,700",1,0,▼,"-1,400",-3.03,"12,689,196","571,011",0.05
2020-07-20,"46,800","47,100",5,1,▼,-150,-0.32,"15,872,001","739,207",0.05
2020-07-19,"46,650","46,950",10,5,▲,200,0.43,"13,832,454","644,180",0.05
2020-07-18,"46,650","47,050",5,10,▼,-250,-0.54,"21,621,145","1,007,418",0.05
2020-07-17,"44,800","46,400",6,5,▲,900,1.98,"17,505,980","802,320",0.05
2020-07-16,"45,050","45,500",2,6,▲,450,1,"16,215,017","729,601",0.05
2020-07-15,"45,000","45,500",10,2,▲,300,0.67,"17,998,914","812,166",0.07
2020-07-14,"44,300","44,750",1,10,▲,"1,700",3.95,"22,789,395","1,009,868",0.07
2020-07-13,"43,050","43,100",4,1,▲,"1,050",2.5,"14,747,623","632,002",0.07
2020-07-12,"41,350","42,250",2,4,▼,-150,-0.36,"11,071,079","463,297",0.07
2020-07-11,"42,750","42,850",6,2,▼,-600,-1.4,"9,964,356","420,047",0.07
2020-07-10,"42,700","42,750",3,6,▲,450,1.06,"11,355,701","482,176",0.07
2020-07-09,"42,000","42,400",6,3,▲,350,0.83,"11,029,256","465,779",0.07
2020-07-08,"41,700","42,100",4,6,▲,500,1.21,"11,736,903","491,377",0.08
2020-07-07,"41,150","41,450",6,4,▲,350,0.85,"8,491,595","349,968",0.09
2020-07-06,"40,050","41,100",3,6,▲,"1,050",2.62,"11,492,756","468,238",0.09
2020-07-05,"40,450","40,700",1,3,▼,-450,-1.11,"11,984,996","481,959",0.09
2020-07-04,"40,350","40,550",0,1,▲,700,1.76,"11,661,063","470,286",0.09
2020-07-03,"40,000","40,150",12,0,▲,200,0.51,"14,731,699","587,063",0.1
2020-07-02,"38,650","39,600",2,12,▲,"1,500",3.94,"17,452,708","683,004",0.1
2020-07-01,"38,000","39,200",5,2,▼,-650,-1.68,"12,756,554","491,578",0.11
2020-06-30,"38,000","38,900",1,5,▲,"1,300",3.47,"12,748,997","490,833",0.11
2020-06-29,"37,450","37,600",3,1,▼,-150,-0.4,"14,108,958","525,403",0.11
2020-06-28,"38,300","38,550",10,3,▼,"-1,150",-2.97,"12,471,493","472,967",0.11
2020-06-27,"39,400","39,400",5,10,▲,50,0.13,"7,847,664","304,683",0.11
2020-06-26,"38,250","38,900",2,5,▲,450,1.18,"9,900,267","382,576",0.11
2020-06-25,"38,700","38,800",1,2,▼,-100,-0.26,"10,510,643","403,521",0.11
2020-06-24,"38,400","38,750",3,1,▼,-450,-1.16,"12,707,675","488,546",0.11
2020-06-23,"38,500","39,050",0,3,▲,150,0.39,"9,729,530","376,007",0.11
2020-06-22,"38,200","38,650",7,0, ,0,0,"14,947,080","575,189",0.11
2020-06-21,"38,600","39,100",4,7,▼,-450,-1.15,"11,937,617","462,010",0.11
2020-06-20,"38,900","39,350",5,4,▲,200,0.51,"9,942,037","388,002",0.11
2020-06-19,"38,300","39,200",6,5,▼,-250,-0.64,"11,042,101","429,736",0.11
2020-06-18,"38,650","39,600",0,6,▲,200,0.51,"11,532,968","452,403",0.11
2020-06-17,"40,200","40,200",5,0,▼,"-1,050",-2.63,"19,671,783","768,559",0.11
2020-06-16,"40,650","40,750",1,5,▼,-450,-1.11,"26,254,646","1,054,673",0.11
2020-06-15,"40,250","40,700",3,1,▲,200,0.5,"12,024,279","486,186",0.11
2020-06-14,"40,600","40,700",3,3,▲,50,0.12,"10,638,766","429,054",0.09
2020-06-13,"40,450","40,650",3,3,▼,-750,-1.83,"14,892,263","598,917",0.09
2020-06-12,"40,900","41,400",2,3,▲,450,1.11,"11,433,083","469,836",0.09
2020-06-11,"40,600","41,100",4,2,▼,-950,-2.29,"14,251,826","579,350",0.09
2020-06-10,"40,900","41,750",1,4,▼,-700,-1.66,"12,631,983","522,455",0.07
2020-06-09,"42,650","42,900",6,1,▼,"-1,100",-2.54,"14,347,746","605,987",0.08
2020-06-08,"42,750","43,400",0,6,▲,"1,400",3.35,"12,110,702","521,014",0.07
2020-06-07,"43,450","44,000",1,0,▼,"-1,300",-3.01,"19,775,519","838,775",0.07
2020-06-06,"43,850","43,850",5,1, ,0,0,"8,473,511","367,283",0.07
2020-06-05,"42,800","43,200",10,5,▲,100,0.23,"6,943,099","298,451",0.07
